CUPS;Fecha;Hora;Consumo_KWh;Metodo_obtencion
ES0022000004433403RW1P;09/08/2024;19;0,220;R
ES0022000004433403RW1P;09/08/2024;20;0,220;R
ES0022000004433403RW1P;09/08/2024;21;0,201;R
ES0022000004433403RW1P;09/08/2024;22;0,202;R
ES0022000004433403RW1P;09/08/2024;23;0,201;R
ES0022000004433403RW1P;09/08/2024;24;0,192;R
ES0022000004433403RW1P;10/08/2024;1;0,209;R
ES0022000004433403RW1P;10/08/2024;2;1,039;R
ES0022000004433403RW1P;10/08/2024;3;1,078;R
ES0022000004433403RW1P;10/08/2024;4;0,308;R
ES0022000004433403RW1P;10/08/2024;5;0,249;R
ES0022000004433403RW1P;10/08/2024;6;0,229;R
ES0022000004433403RW1P;10/08/2024;7;0,220;R
ES0022000004433403RW1P;10/08/2024;8;0,348;R
ES0022000004433403RW1P;10/08/2024;9;0,226;R
ES0022000004433403RW1P;10/08/2024;10;0,226;R
ES0022000004433403RW1P;10/08/2024;11;0,333;R
ES0022000004433403RW1P;10/08/2024;12;0,333;R
ES0022000004433403RW1P;10/08/2024;13;0,364;R
ES0022000004433403RW1P;10/08/2024;14;0,905;R
ES0022000004433403RW1P;10/08/2024;15;1,183;R
ES0022000004433403RW1P;10/08/2024;16;0,515;R
ES0022000004433403RW1P;10/08/2024;17;0,451;R
ES0022000004433403RW1P;10/08/2024;18;0,484;R
ES0022000004433403RW1P;10/08/2024;19;0,428;R
ES0022000004433403RW1P;10/08/2024;20;0,406;R
ES0022000004433403RW1P;10/08/2024;21;0,418;R
ES0022000004433403RW1P;10/08/2024;22;0,786;R
ES0022000004433403RW1P;10/08/2024;23;0,500;R
ES0022000004433403RW1P;10/08/2024;24;0,423;R
ES0022000004433403RW1P;11/08/2024;1;1,111;R
ES0022000004433403RW1P;11/08/2024;2;0,746;R
ES0022000004433403RW1P;11/08/2024;3;0,211;R
ES0022000004433403RW1P;11/08/2024;4;0,212;R
ES0022000004433403RW1P;11/08/2024;5;0,200;R
ES0022000004433403RW1P;11/08/2024;6;0,204;R
ES0022000004433403RW1P;11/08/2024;7;0,207;R
ES0022000004433403RW1P;11/08/2024;8;0,197;R
ES0022000004433403RW1P;11/08/2024;9;0,205;R
ES0022000004433403RW1P;11/08/2024;10;0,213;R
ES0022000004433403RW1P;11/08/2024;11;0,240;R
ES0022000004433403RW1P;11/08/2024;12;0,480;R
ES0022000004433403RW1P;11/08/2024;13;0,473;R
ES0022000004433403RW1P;11/08/2024;14;0,517;R
ES0022000004433403RW1P;11/08/2024;15;0,870;R
ES0022000004433403RW1P;11/08/2024;16;0,385;R
ES0022000004433403RW1P;11/08/2024;17;0,422;R
ES0022000004433403RW1P;11/08/2024;18;0,376;R
ES0022000004433403RW1P;11/08/2024;19;0,491;R
ES0022000004433403RW1P;11/08/2024;20;0,733;R
ES0022000004433403RW1P;11/08/2024;21;0,912;R
ES0022000004433403RW1P;11/08/2024;22;1,591;R
ES0022000004433403RW1P;11/08/2024;23;0,663;R
ES0022000004433403RW1P;11/08/2024;24;0,528;R
ES0022000004433403RW1P;12/08/2024;1;0,241;E
ES0022000004433403RW1P;12/08/2024;2;0,205;E
ES0022000004433403RW1P;12/08/2024;3;0,183;E
ES0022000004433403RW1P;12/08/2024;4;0,171;E
ES0022000004433403RW1P;12/08/2024;5;0,163;E
ES0022000004433403RW1P;12/08/2024;6;0,159;E
ES0022000004433403RW1P;12/08/2024;7;0,161;E
ES0022000004433403RW1P;12/08/2024;8;0,161;E
ES0022000004433403RW1P;12/08/2024;9;0,566;E
ES0022000004433403RW1P;12/08/2024;10;0,640;E
ES0022000004433403RW1P;12/08/2024;11;0,454;E
ES0022000004433403RW1P;12/08/2024;12;0,473;E
ES0022000004433403RW1P;12/08/2024;13;0,498;E
ES0022000004433403RW1P;12/08/2024;14;0,543;E
ES0022000004433403RW1P;12/08/2024;15;0,872;E
ES0022000004433403RW1P;12/08/2024;16;0,845;E
ES0022000004433403RW1P;12/08/2024;17;0,831;E
ES0022000004433403RW1P;12/08/2024;18;0,838;E
ES0022000004433403RW1P;12/08/2024;19;0,552;E
ES0022000004433403RW1P;12/08/2024;20;0,553;E
ES0022000004433403RW1P;12/08/2024;21;0,570;E
ES0022000004433403RW1P;12/08/2024;22;0,650;E
ES0022000004433403RW1P;12/08/2024;23;0,990;E
ES0022000004433403RW1P;12/08/2024;24;0,876;E
ES0022000004433403RW1P;13/08/2024;1;1,013;R
ES0022000004433403RW1P;13/08/2024;2;0,503;R
ES0022000004433403RW1P;13/08/2024;3;0,261;R
ES0022000004433403RW1P;13/08/2024;4;0,234;R
ES0022000004433403RW1P;13/08/2024;5;0,211;R
ES0022000004433403RW1P;13/08/2024;6;0,209;R
ES0022000004433403RW1P;13/08/2024;7;0,266;R
ES0022000004433403RW1P;13/08/2024;8;0,317;R
ES0022000004433403RW1P;13/08/2024;9;0,304;R
ES0022000004433403RW1P;13/08/2024;10;0,716;R
ES0022000004433403RW1P;13/08/2024;11;0,646;R
ES0022000004433403RW1P;13/08/2024;12;0,617;R
ES0022000004433403RW1P;13/08/2024;13;0,145;R
ES0022000004433403RW1P;13/08/2024;14;0,388;R
ES0022000004433403RW1P;13/08/2024;15;0,641;R
ES0022000004433403RW1P;13/08/2024;16;0,500;R
ES0022000004433403RW1P;13/08/2024;17;0,386;R
ES0022000004433403RW1P;13/08/2024;18;0,319;R
ES0022000004433403RW1P;13/08/2024;19;0,338;R
ES0022000004433403RW1P;13/08/2024;20;0,321;R
ES0022000004433403RW1P;13/08/2024;21;0,846;R
ES0022000004433403RW1P;13/08/2024;22;0,839;R
ES0022000004433403RW1P;13/08/2024;23;0,415;R
ES0022000004433403RW1P;13/08/2024;24;0,386;R
ES0022000004433403RW1P;14/08/2024;1;0,274;R
ES0022000004433403RW1P;14/08/2024;2;0,170;R
ES0022000004433403RW1P;14/08/2024;3;0,236;R
ES0022000004433403RW1P;14/08/2024;4;0,194;R
ES0022000004433403RW1P;14/08/2024;5;0,204;R
ES0022000004433403RW1P;14/08/2024;6;0,165;R
ES0022000004433403RW1P;14/08/2024;7;0,147;R
ES0022000004433403RW1P;14/08/2024;8;0,162;R
ES0022000004433403RW1P;14/08/2024;9;0,195;R
ES0022000004433403RW1P;14/08/2024;10;0,280;R
ES0022000004433403RW1P;14/08/2024;11;0,289;R
ES0022000004433403RW1P;14/08/2024;12;0,347;R
